sentence,aspect,label
this place is not always easy to get to but is well worth a visit just to see a temple in all its fullness of life,Religious & Historical,1
apart from that we visited galle temple dutch reformed church and took a walk around the area enjoying some street food,Nature & Activities,4
definitely worth a visit if you are staying in kandy although the gardens are slightly outside the centre there are plenty of tuk tuks available to take you there we paid 500lkr each way,Transportation,3
however the walk up was easy and wonderful,Nature & Activities,4
turning left we walked to the port taking in the village of the fishermen watching the fish drying on the beach,Nature & Activities,2
however with a guided toor and free cuppa at the end it is a very interesting and worthwhile trip,Transportation,4
beautiful forest with perfectly marked paths,Nature & Activities,3
an interesting tour of the plantation and little factory with a cup of tea and cake thrown in ending in a nice shop with opportunity to taste lots of teas and tearelated gifts,Entertainment & Shopping,3
"The spa was peaceful, but the food was overpriced and bland.",Food & Dining,1
The pool and massage were amazing; the room view was disappointing though.,Wellness & Relaxation,4
"The bus ride was long and uncomfortable, though the historical temple made it worth it.",Religious & Historical,3
Our hotel room was small but very clean; the spa service was excellent.,Wellness & Relaxation,4
in the mid of night or the chirpy morning you cannot miss the sound of the waterfall,Nature & Activities,0
delicious banana lassi,Food & Dining,4
all along the beach the shore shelves in gently so its shallow a long way out and the waves are not too big,Nature & Activities,0
peanuts surf break was only 20 minutes tuk tuk and do not pay more than a 1000 rupees to tuk tuk to any local beaches potsville was also a really cool surf spot,Nature & Activities,0
arugam bay is not a paradise stretch of endless sand if you are a surfer or keen to learn arugam bay would be ideal but do not come here if you want a paradise like beach,Nature & Activities,1
dudes offering drugs on the streets alcohol problems and men trying to ripe you off,Entertainment & Shopping,2
Our hotel room was small but very clean; the spa service was excellent.,Wellness & Relaxation,4
"Shopping was fun, although the crowds were overwhelming in the afternoon.",Entertainment & Shopping,3
mostly locals go there we saw no women there are changing room and toilet facilities available,Accommodation,1
you have to go barefooted on sand and gravel and after so many temples my feet were becoming painful,Nature & Activities,2
as i was more excited to see the stupas at the first and third one with the broken top i opted to just view this one and not walk around it,Nature & Activities,1
walk from ambewela train station to ambewela farm 30minfree you will not miss the farm sign,Transportation,2
it is a well trodden path to a small beach that has nice shade two beach bars and a restaurant on the east side,Nature & Activities,2
on the wall are ancient drawings which depict the creation of this shrine these alone are worth the trip there is also a small batcave and the tiny rock gives you a nice view of the surrounding stupas,Religious & Historical,3
a very colourful hindu temple set high on the cliff above the sea,Religious & Historical,2
then you have to climb back up the mountain bad choice should have gone up the way i went down,Nature & Activities,1
