place,user_type,unsafe_review_percent,Wellness & Relaxation,Transportation,Food & Dining,Nature & Activities,Entertainment & Shopping,Accommodation,Crowds & Sustainability,Religious & Historical
Abhayagiri Dagaba,couple,0.0,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 33.33%; positive: 66.67%; very positive: 0.0%
Mount Lavinia Beach,unknown,0.53,very negative: 0.53%; negative: 0.0%; neutral: 93.05%; positive: 3.21%; very positive: 3.21%,very negative: 0.0%; negative: 0.0%; neutral: 96.79%; positive: 2.67%; very positive: 0.53%,very negative: 2.14%; negative: 0.53%; neutral: 80.21%; positive: 9.09%; very positive: 8.02%,very negative: 2.14%; negative: 4.28%; neutral: 48.13%; positive: 24.6%; very positive: 20.86%,very negative: 0.53%; negative: 0.0%; neutral: 97.33%; positive: 1.07%; very positive: 1.07%,very negative: 1.07%; negative: 1.07%; neutral: 82.89%; positive: 8.02%; very positive: 6.95%,very negative: 0.0%; negative: 0.53%; neutral: 98.4%; positive: 1.07%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 98.4%; positive: 1.07%; very positive: 0.53%
Nallur Kovil,family,0.0,very negative: 0.0%; negative: 0.0%; neutral: 91.67%; positive: 8.33%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 8.33%; negative: 8.33%; neutral: 83.33%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 8.33%; negative: 16.67%; neutral: 41.67%; positive: 25.0%; very positive: 8.33%
Nallur Kovil,group,1.46,very negative: 0.0%; negative: 0.0%; neutral: 97.08%; positive: 2.92%; very positive: 0.0%,very negative: 0.0%; negative: 0.73%; neutral: 97.81%; positive: 1.46%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 97.81%; positive: 0.73%; very positive: 1.46%,very negative: 0.0%; negative: 0.0%; neutral: 99.27%; positive: 0.73%; very positive: 0.0%,very negative: 1.46%; negative: 0.0%; neutral: 94.16%; positive: 2.92%; very positive: 1.46%,very negative: 0.0%; negative: 0.0%; neutral: 97.81%; positive: 0.73%; very positive: 1.46%,very negative: 0.73%; negative: 0.0%; neutral: 98.54%; positive: 0.73%; very positive: 0.0%,very negative: 7.3%; negative: 6.57%; neutral: 49.64%; positive: 21.17%; very positive: 15.33%
Nallur Kovil,solo,2.67,very negative: 0.0%; negative: 0.0%; neutral: 94.67%; positive: 5.33%; very positive: 0.0%,very negative: 1.33%; negative: 0.0%; neutral: 98.67%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 1.33%; negative: 0.0%; neutral: 96.0%; positive: 2.67%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 98.67%; positive: 0.0%; very positive: 1.33%,very negative: 0.0%; negative: 1.33%; neutral: 98.67%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 1.33%; neutral: 97.33%; positive: 1.33%; very positive: 0.0%,very negative: 4.0%; negative: 1.33%; neutral: 61.33%; positive: 21.33%; very positive: 12.0%
Nallur Kovil,unknown,0.49,very negative: 0.0%; negative: 0.98%; neutral: 93.17%; positive: 4.88%; very positive: 0.98%,very negative: 0.0%; negative: 0.0%; neutral: 99.51%; positive: 0.49%; very positive: 0.0%,very negative: 0.0%; negative: 0.49%; neutral: 98.54%; positive: 0.49%; very positive: 0.49%,very negative: 0.0%; negative: 0.0%; neutral: 98.54%; positive: 0.98%; very positive: 0.49%,very negative: 0.98%; negative: 0.0%; neutral: 94.63%; positive: 2.93%; very positive: 1.46%,very negative: 0.0%; negative: 0.49%; neutral: 98.05%; positive: 0.98%; very positive: 0.49%,very negative: 0.0%; negative: 0.0%; neutral: 98.54%; positive: 0.98%; very positive: 0.49%,very negative: 4.39%; negative: 4.39%; neutral: 55.12%; positive: 21.46%; very positive: 14.63%
National Zoological Gardens of Sri Lanka,couple,0.0,very negative: 3.7%; negative: 0.0%; neutral: 96.3%; positive: 0.0%; very positive: 0.0%,very negative: 3.7%; negative: 3.7%; neutral: 92.59%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 3.7%; neutral: 92.59%; positive: 3.7%; very positive: 0.0%,very negative: 11.11%; negative: 7.41%; neutral: 62.96%; positive: 7.41%; very positive: 11.11%,very negative: 0.0%; negative: 3.7%; neutral: 96.3%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 3.7%; neutral: 92.59%; positive: 0.0%; very positive: 3.7%,very negative: 0.0%; negative: 3.7%; neutral: 96.3%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%
National Zoological Gardens of Sri Lanka,family,0.0,very negative: 0.79%; negative: 1.59%; neutral: 96.03%; positive: 1.59%; very positive: 0.0%,very negative: 0.79%; negative: 0.0%; neutral: 95.24%; positive: 3.17%; very positive: 0.79%,very negative: 1.59%; negative: 2.38%; neutral: 91.27%; positive: 4.76%; very positive: 0.0%,very negative: 8.73%; negative: 4.76%; neutral: 59.52%; positive: 20.63%; very positive: 6.35%,very negative: 0.79%; negative: 0.0%; neutral: 96.83%; positive: 1.59%; very positive: 0.79%,very negative: 1.59%; negative: 1.59%; neutral: 94.44%; positive: 2.38%; very positive: 0.0%,very negative: 0.0%; negative: 0.79%; neutral: 96.83%; positive: 2.38%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%
National Zoological Gardens of Sri Lanka,group,1.03,very negative: 2.06%; negative: 0.0%; neutral: 97.94%; positive: 0.0%; very positive: 0.0%,very negative: 1.03%; negative: 0.0%; neutral: 97.94%; positive: 1.03%; very positive: 0.0%,very negative: 2.06%; negative: 1.03%; neutral: 92.78%; positive: 3.09%; very positive: 1.03%,very negative: 14.43%; negative: 13.4%; neutral: 55.67%; positive: 7.22%; very positive: 9.28%,very negative: 1.03%; negative: 1.03%; neutral: 95.88%; positive: 1.03%; very positive: 1.03%,very negative: 2.06%; negative: 0.0%; neutral: 92.78%; positive: 4.12%; very positive: 1.03%,very negative: 2.06%; negative: 1.03%; neutral: 95.88%; positive: 0.0%; very positive: 1.03%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%
National Zoological Gardens of Sri Lanka,solo,1.85,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.93%; negative: 0.0%; neutral: 97.22%; positive: 0.0%; very positive: 1.85%,very negative: 21.3%; negative: 9.26%; neutral: 48.15%; positive: 12.96%; very positive: 8.33%,very negative: 0.93%; negative: 0.0%; neutral: 98.15%; positive: 0.93%; very positive: 0.0%,very negative: 0.93%; negative: 0.0%; neutral: 97.22%; positive: 0.93%; very positive: 0.93%,very negative: 1.85%; negative: 2.78%; neutral: 94.44%; positive: 0.0%; very positive: 0.93%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%
National Zoological Gardens of Sri Lanka,unknown,0.0,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 98.73%; positive: 0.0%; very positive: 1.27%,very negative: 0.0%; negative: 0.0%; neutral: 97.47%; positive: 2.53%; very positive: 0.0%,very negative: 18.99%; negative: 6.33%; neutral: 39.24%; positive: 24.05%; very positive: 11.39%,very negative: 0.0%; negative: 0.0%; neutral: 96.2%; positive: 1.27%; very positive: 2.53%,very negative: 1.27%; negative: 1.27%; neutral: 94.94%; positive: 0.0%; very positive: 2.53%,very negative: 1.27%; negative: 1.27%; neutral: 94.94%; positive: 1.27%; very positive: 1.27%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%
Negombo Beach,couple,0.0,very negative: 0.0%; negative: 0.0%; neutral: 91.67%; positive: 8.33%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 8.33%; neutral: 91.67%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 16.67%; neutral: 41.67%; positive: 41.67%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 8.33%; negative: 0.0%; neutral: 91.67%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%
Negombo Beach,family,3.7,very negative: 7.41%; negative: 0.0%; neutral: 92.59%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 3.7%; neutral: 96.3%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 22.22%; negative: 3.7%; neutral: 44.44%; positive: 14.81%; very positive: 14.81%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%
Negombo Beach,group,0.6,very negative: 0.0%; negative: 0.0%; neutral: 96.43%; positive: 2.98%; very positive: 0.6%,very negative: 1.79%; negative: 0.0%; neutral: 95.24%; positive: 2.38%; very positive: 0.6%,very negative: 0.0%; negative: 0.0%; neutral: 97.02%; positive: 1.79%; very positive: 1.19%,very negative: 16.07%; negative: 8.33%; neutral: 52.98%; positive: 17.26%; very positive: 5.36%,very negative: 0.6%; negative: 0.0%; neutral: 98.21%; positive: 0.6%; very positive: 0.6%,very negative: 0.6%; negative: 0.6%; neutral: 95.83%; positive: 1.79%; very positive: 1.19%,very negative: 1.19%; negative: 0.6%; neutral: 97.62%; positive: 0.0%; very positive: 0.6%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%
Negombo Beach,solo,0.96,very negative: 0.0%; negative: 0.0%; neutral: 98.08%; positive: 0.96%; very positive: 0.96%,very negative: 0.0%; negative: 0.96%; neutral: 96.15%; positive: 0.96%; very positive: 1.92%,very negative: 0.0%; negative: 1.92%; neutral: 95.19%; positive: 0.96%; very positive: 1.92%,very negative: 8.65%; negative: 11.54%; neutral: 50.96%; positive: 14.42%; very positive: 14.42%,very negative: 0.96%; negative: 0.96%; neutral: 96.15%; positive: 0.96%; very positive: 0.96%,very negative: 0.0%; negative: 1.92%; neutral: 95.19%; positive: 0.96%; very positive: 1.92%,very negative: 2.88%; negative: 0.0%; neutral: 96.15%; positive: 0.0%; very positive: 0.96%,very negative: 0.0%; negative: 0.96%; neutral: 99.04%; positive: 0.0%; very positive: 0.0%
Negombo Beach,unknown,1.16,very negative: 0.0%; negative: 0.0%; neutral: 97.67%; positive: 0.58%; very positive: 1.74%,very negative: 1.16%; negative: 0.0%; neutral: 97.09%; positive: 1.16%; very positive: 0.58%,very negative: 0.58%; negative: 0.58%; neutral: 94.19%; positive: 3.49%; very positive: 1.16%,very negative: 13.95%; negative: 6.4%; neutral: 45.93%; positive: 17.44%; very positive: 16.28%,very negative: 0.58%; negative: 0.58%; neutral: 97.67%; positive: 0.0%; very positive: 1.16%,very negative: 0.0%; negative: 1.74%; neutral: 93.6%; positive: 2.91%; very positive: 1.74%,very negative: 1.74%; negative: 0.0%; neutral: 96.51%; positive: 0.0%; very positive: 1.74%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%
New Ranweli Spice Garden,couple,0.0,very negative: 7.69%; negative: 0.0%; neutral: 69.23%; positive: 23.08%; very positive: 0.0%,very negative: 15.38%; negative: 0.0%; neutral: 76.92%; positive: 7.69%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 92.31%; positive: 7.69%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 92.31%; positive: 7.69%; very positive: 0.0%,very negative: 0.0%; negative: 7.69%; neutral: 92.31%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 7.69%; neutral: 92.31%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%
New Ranweli Spice Garden,family,0.0,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 5.56%; negative: 0.0%; neutral: 88.89%; positive: 5.56%; very positive: 0.0%,very negative: 11.11%; negative: 5.56%; neutral: 66.67%; positive: 5.56%; very positive: 11.11%,very negative: 0.0%; negative: 0.0%; neutral: 94.44%; positive: 5.56%; very positive: 0.0%,very negative: 11.11%; negative: 0.0%; neutral: 88.89%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 5.56%; neutral: 94.44%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%
New Ranweli Spice Garden,group,5.1,very negative: 2.04%; negative: 0.0%; neutral: 89.8%; positive: 6.63%; very positive: 1.53%,very negative: 3.06%; negative: 2.55%; neutral: 87.76%; positive: 6.63%; very positive: 0.0%,very negative: 0.51%; negative: 0.0%; neutral: 93.88%; positive: 3.06%; very positive: 2.55%,very negative: 1.02%; negative: 1.02%; neutral: 94.9%; positive: 2.04%; very positive: 1.02%,very negative: 7.14%; negative: 5.61%; neutral: 79.08%; positive: 6.12%; very positive: 2.04%,very negative: 1.02%; negative: 0.51%; neutral: 95.92%; positive: 1.53%; very positive: 1.02%,very negative: 0.0%; negative: 0.51%; neutral: 99.49%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 99.49%; positive: 0.0%; very positive: 0.51%
New Ranweli Spice Garden,solo,5.56,very negative: 5.56%; negative: 0.0%; neutral: 77.78%; positive: 11.11%; very positive: 5.56%,very negative: 0.0%; negative: 8.33%; neutral: 91.67%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 91.67%; positive: 2.78%; very positive: 5.56%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 8.33%; negative: 13.89%; neutral: 72.22%; positive: 2.78%; very positive: 2.78%,very negative: 0.0%; negative: 2.78%; neutral: 97.22%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%
New Ranweli Spice Garden,unknown,3.23,very negative: 0.0%; negative: 0.0%; neutral: 87.1%; positive: 12.9%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 90.32%; positive: 9.68%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 96.77%; positive: 3.23%; very positive: 0.0%,very negative: 0.0%; negative: 3.23%; neutral: 96.77%; positive: 0.0%; very positive: 0.0%,very negative: 9.68%; negative: 6.45%; neutral: 77.42%; positive: 3.23%; very positive: 3.23%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 96.77%; positive: 3.23%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%
Nilaveli Beach,couple,0.0,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 33.33%; positive: 33.33%; very positive: 33.33%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%
Nilaveli Beach,family,0.0,very negative: 0.0%; negative: 0.0%; neutral: 94.12%; positive: 5.88%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 97.06%; positive: 0.0%; very positive: 2.94%,very negative: 0.0%; negative: 2.94%; neutral: 94.12%; positive: 0.0%; very positive: 2.94%,very negative: 11.76%; negative: 2.94%; neutral: 38.24%; positive: 38.24%; very positive: 8.82%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 97.06%; positive: 2.94%; very positive: 0.0%,very negative: 0.0%; negative: 2.94%; neutral: 94.12%; positive: 2.94%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%
Nilaveli Beach,group,1.71,very negative: 1.71%; negative: 0.0%; neutral: 90.6%; positive: 4.27%; very positive: 3.42%,very negative: 0.0%; negative: 0.0%; neutral: 99.15%; positive: 0.0%; very positive: 0.85%,very negative: 0.85%; negative: 0.0%; neutral: 98.29%; positive: 0.85%; very positive: 0.0%,very negative: 8.55%; negative: 7.69%; neutral: 44.44%; positive: 25.64%; very positive: 13.68%,very negative: 0.0%; negative: 0.0%; neutral: 98.29%; positive: 0.85%; very positive: 0.85%,very negative: 0.85%; negative: 0.85%; neutral: 93.16%; positive: 3.42%; very positive: 1.71%,very negative: 0.85%; negative: 0.0%; neutral: 97.44%; positive: 0.85%; very positive: 0.85%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%
Nilaveli Beach,solo,2.33,very negative: 2.33%; negative: 0.0%; neutral: 93.02%; positive: 3.49%; very positive: 1.16%,very negative: 1.16%; negative: 0.0%; neutral: 97.67%; positive: 1.16%; very positive: 0.0%,very negative: 0.0%; negative: 1.16%; neutral: 95.35%; positive: 2.33%; very positive: 1.16%,very negative: 9.3%; negative: 6.98%; neutral: 50.0%; positive: 20.93%; very positive: 12.79%,very negative: 0.0%; negative: 1.16%; neutral: 98.84%; positive: 0.0%; very positive: 0.0%,very negative: 3.49%; negative: 1.16%; neutral: 84.88%; positive: 5.81%; very positive: 4.65%,very negative: 1.16%; negative: 0.0%; neutral: 98.84%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%
Nilaveli Beach,unknown,0.0,very negative: 2.75%; negative: 0.0%; neutral: 86.81%; positive: 7.69%; very positive: 2.75%,very negative: 0.55%; negative: 0.0%; neutral: 98.35%; positive: 0.55%; very positive: 0.55%,very negative: 0.55%; negative: 0.55%; neutral: 97.25%; positive: 0.55%; very positive: 1.1%,very negative: 6.59%; negative: 7.14%; neutral: 47.8%; positive: 21.43%; very positive: 17.03%,very negative: 0.55%; negative: 0.55%; neutral: 98.9%; positive: 0.0%; very positive: 0.0%,very negative: 1.1%; negative: 0.0%; neutral: 98.9%; positive: 0.0%; very positive: 0.0%,very negative: 1.65%; negative: 0.55%; neutral: 97.8%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%
Passikudah Beach,couple,0.0,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 0.0%; positive: 0.0%; very positive: 100.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%
